id,title_type,title,year,runtime,genre,score,num_votes,christmas,hanukkah,kwanzaa,holiday
tt0220159,TV Movie,Winnie the Pooh & Christmas Too,1991,26,Other,7.3,1616,TRUE,FALSE,FALSE,FALSE
tt0220616,Feature Film,A Little Christmas Story,1999,58,Family,6.3,176,TRUE,FALSE,FALSE,FALSE
tt0221074,Feature Film,Christmas in the Clouds,2001,96,Comedy,6.4,863,TRUE,FALSE,FALSE,FALSE
tt0223623,TV Movie,Last Christmas,1999,80,Drama,5.8,84,TRUE,FALSE,FALSE,FALSE
tt0223634,TV Movie,The Leprechauns' Christmas Gold,1981,25,Animation,6.2,719,TRUE,FALSE,FALSE,FALSE
tt0225394,TV Movie,The Christmas Carol,1949,25,Drama,6,409,TRUE,FALSE,FALSE,FALSE
tt0228332,TV Movie,Trans-Siberian Orchestra: The Ghosts of Christmas Eve,1999,46,Other,8.2,533,TRUE,FALSE,FALSE,FALSE
tt0231364,TV Movie,Christmas in Disneyland,1976,60,Comedy,6.2,25,TRUE,FALSE,FALSE,FALSE
tt0233828,Feature Film,The Long Holiday,2000,145,Other,7.9,116,FALSE,FALSE,FALSE,TRUE
tt0235846,Feature Film,Unnikrishnante Adyathe Christmas,1988,130,Drama,5.1,26,TRUE,FALSE,FALSE,FALSE
tt0237604,Feature Film,Holiday for a Dog,1981,78,Comedy,6.5,100,FALSE,FALSE,FALSE,TRUE
tt0238121,Feature Film,A Christmas Tree and a Wedding,2000,90,Drama,8.3,57,TRUE,FALSE,FALSE,FALSE
tt0240878,TV Movie,Santa's Last Christmas,1999,30,Animation,6.7,44,TRUE,FALSE,FALSE,FALSE
tt0241966,TV Movie,A Snow White Christmas,1980,60,Other,5.8,186,TRUE,FALSE,FALSE,FALSE
tt0242389,TV Movie,The Country Mouse & the City Mouse: A Christmas Tale,1993,25,Animation,8.3,49,TRUE,FALSE,FALSE,FALSE
tt0242848,TV Movie,Once Upon a Christmas,2000,90,Comedy,5.3,931,TRUE,FALSE,FALSE,FALSE
tt0243372,TV Movie,Lamb Chop's Chanukah and Passover Surprise,1996,60,Comedy,7,33,FALSE,TRUE,FALSE,FALSE
tt0243375,TV Movie,Lamb Chop's Special Chanukah,1995,60,Family,8.5,42,FALSE,TRUE,FALSE,FALSE
tt0245836,TV Movie,The Christmas Angel: A Story on Ice,1998,45,Family,7,43,TRUE,FALSE,FALSE,FALSE
tt0249991,Feature Film,The Story of Christmas,1994,47,Animation,6.9,50,TRUE,FALSE,FALSE,FALSE
tt0250425,TV Movie,Holiday Heart,2000,96,Drama,7.4,1379,FALSE,FALSE,FALSE,TRUE
tt0250948,TV Movie,Aliens First Christmas,1991,23,Animation,6.8,65,TRUE,FALSE,FALSE,FALSE
tt0251021,TV Movie,Christmas Unwrapped: The History of Christmas,1997,50,Other,7.4,135,TRUE,FALSE,FALSE,FALSE
tt0251282,TV Movie,A Muppet Family Christmas,1987,47,Comedy,8.1,4471,TRUE,FALSE,FALSE,FALSE
tt0251640,TV Movie,Christmas at Pee-wee's Playhouse,1988,49,Comedy,7.7,1552,TRUE,FALSE,FALSE,FALSE
tt0252028,Feature Film,Surviving Christmas,2004,91,Comedy,5.4,26588,TRUE,FALSE,FALSE,FALSE
tt0256466,TV Movie,The Ultimate Christmas Present,2000,85,Comedy,5.6,1911,TRUE,FALSE,FALSE,FALSE
tt0257255,Feature Film,A Very Christmas Story,2000,82,Other,5.1,59,TRUE,FALSE,FALSE,FALSE
tt0257484,TV Movie,Christmas Snow,1986,60,Drama,7.3,408,TRUE,FALSE,FALSE,FALSE
tt0259459,TV Movie,Nearly No Christmas,1983,60,Drama,2.4,125,TRUE,FALSE,FALSE,FALSE
tt0259741,Feature Film,Summer Holiday,2000,98,Comedy,5.7,518,FALSE,FALSE,FALSE,TRUE
tt0259929,Feature Film,Christmas Carol: The Movie,2001,81,Animation,5.3,2097,TRUE,FALSE,FALSE,FALSE
tt0260824,TV Movie,A Cool Like That Christmas,1993,22,Animation,6.6,65,TRUE,FALSE,FALSE,FALSE
tt0261823,TV Movie,How to Marry a Billionaire: A Christmas Tale,2000,100,Comedy,4.6,466,TRUE,FALSE,FALSE,FALSE
tt0261843,Feature Film,Bingo! Holiday Kids!,1984,103,Other,4.6,18,FALSE,FALSE,FALSE,TRUE
tt0264483,Feature Film,The Christmas Path,1998,95,Family,3.9,159,TRUE,FALSE,FALSE,FALSE
tt0267978,TV Movie,Timothy Tweedle the First Christmas Elf,2000,51,Other,6.3,53,TRUE,FALSE,FALSE,FALSE
tt0268096,TV Movie,Christmas in Tattertown,1988,29,Other,6.2,96,TRUE,FALSE,FALSE,FALSE
tt0268948,TV Movie,Arthur's Perfect Christmas,2000,60,Animation,7.8,586,TRUE,FALSE,FALSE,FALSE
tt0269988,TV Movie,Tukiki and His Search for a Merry Christmas,1979,30,Animation,7.2,24,TRUE,FALSE,FALSE,FALSE
tt0270278,TV Movie,Christmas Carol,1978,50,Comedy,7.4,399,TRUE,FALSE,FALSE,FALSE
tt0270281,TV Movie,The Christmas Tree Train,1983,30,Other,7,69,TRUE,FALSE,FALSE,FALSE
tt0270317,TV Movie,A Diva's Christmas Carol,2000,120,Comedy,6.4,1337,TRUE,FALSE,FALSE,FALSE
tt0270884,Feature Film,Christmas Present,1985,70,Comedy,5.5,27,TRUE,FALSE,FALSE,FALSE
tt0272046,TV Movie,The Christmas Secret,2000,83,Drama,5.7,471,TRUE,FALSE,FALSE,FALSE
tt0273726,Feature Film,Christmas Nightmare,2001,90,Other,3.6,88,TRUE,FALSE,FALSE,FALSE
tt0275225,TV Movie,Benji's Very Own Christmas Story,1978,25,Family,5.3,316,TRUE,FALSE,FALSE,FALSE
tt0276016,TV Movie,He-Man and She-Ra: A Christmas Special,1985,51,Other,6.6,1689,TRUE,FALSE,FALSE,FALSE
tt0276338,TV Movie,Mole's Christmas,1994,30,Animation,7.9,104,TRUE,FALSE,FALSE,FALSE
tt0278150,TV Movie,A Wind at My Back Christmas,2001,91,Drama,6.3,160,TRUE,FALSE,FALSE,FALSE
tt0281766,TV Movie,The Dangerous Christmas of Red Riding Hood,1965,50,Other,6.5,53,TRUE,FALSE,FALSE,FALSE
tt0283285,TV Movie,Christmas Night with the Two Ronnies,1987,50,Comedy,5.6,64,TRUE,FALSE,FALSE,FALSE
tt0283620,TV Movie,Take Peace! A Corgi Cottage Christmas with Tasha Tudor,1998,45,Family,6.9,19,TRUE,FALSE,FALSE,FALSE
tt0285192,TV Movie,Holiday Affair,2001,90,Other,4.3,49,FALSE,FALSE,FALSE,TRUE
tt0285225,TV Movie,Inspector Gadget Saves Christmas,1992,22,Other,5.6,295,TRUE,FALSE,FALSE,FALSE
tt0289700,TV Movie,The Elf Who Saved Christmas,1992,30,Family,6.6,39,TRUE,FALSE,FALSE,FALSE
tt0290182,TV Movie,Edith Ann's Christmas (Just Say Noël),1996,30,Animation,5,74,TRUE,FALSE,FALSE,FALSE
tt0290321,TV Movie,A Town Without Christmas,2001,91,Drama,6.2,870,TRUE,FALSE,FALSE,FALSE
tt0291029,TV Movie,Babar and Father Christmas,1986,30,Animation,6.6,117,TRUE,FALSE,FALSE,FALSE
tt0291816,TV Movie,A Christmas Carol,2000,75,Drama,6.8,601,TRUE,FALSE,FALSE,FALSE
tt0295473,Feature Film,Merry Christmas,2001,98,Comedy,4.5,1077,TRUE,FALSE,FALSE,FALSE
tt0296867,TV Movie,Christmas Box,1976,60,Comedy,6.2,15,TRUE,FALSE,FALSE,FALSE
tt0297017,TV Movie,The Bear Who Slept Through Christmas,1973,30,Animation,6.7,271,TRUE,FALSE,FALSE,FALSE
tt0298580,TV Movie,Twice Upon a Christmas,2001,90,Comedy,5.3,683,TRUE,FALSE,FALSE,FALSE
tt0299947,TV Movie,The Greatest Christmas Moments of All Time!,1997,60,Other,6.2,11,TRUE,FALSE,FALSE,FALSE
tt0301475,TV Movie,A Disney Channel Christmas!!!!,1983,90,Animation,7.5,191,TRUE,FALSE,FALSE,FALSE
tt0302411,TV Movie,The Christmas Messenger,1975,30,Animation,8.6,52,TRUE,FALSE,FALSE,FALSE
tt0303318,Feature Film,Christmas at Wapos Bay,2002,50,Other,6.5,10,TRUE,FALSE,FALSE,FALSE
tt0303725,TV Movie,The Bears Who Saved Christmas,1994,22,Other,7.2,110,TRUE,FALSE,FALSE,FALSE
tt0304496,TV Movie,Once Upon a Christmas Time,1959,60,Family,7.5,21,TRUE,FALSE,FALSE,FALSE
tt0305390,TV Movie,Coping with Christmas,1995,25,Comedy,5.3,13,TRUE,FALSE,FALSE,FALSE
tt0305767,TV Movie,The Little Crooked Christmas Tree,1990,24,Animation,6.3,23,TRUE,FALSE,FALSE,FALSE
tt0306424,TV Movie,12 Tiny Christmas Tales,2001,23,Animation,6.8,104,TRUE,FALSE,FALSE,FALSE
tt0308246,TV Movie,A Family Circus Christmas,1979,30,Animation,6.5,129,TRUE,FALSE,FALSE,FALSE
tt0308823,TV Movie,A Rugrats Kwanzaa Special,2001,23,Animation,6.7,65,FALSE,FALSE,TRUE,FALSE
tt0314176,Feature Film,Holiday in Seoul,1997,98,Drama,6.7,67,FALSE,FALSE,FALSE,TRUE
tt0315398,TV Movie,Christmas Rush,2002,100,Other,5.1,793,TRUE,FALSE,FALSE,FALSE
tt0316352,Feature Film,One Hell of a Christmas,2002,95,Other,3.2,332,TRUE,FALSE,FALSE,FALSE
tt0319404,TV Movie,Father Knows Best: Home for Christmas,1977,88,Comedy,7.8,206,TRUE,FALSE,FALSE,FALSE
tt0321305,Feature Film,Killers on Holiday,2002,95,Comedy,7,80,FALSE,FALSE,FALSE,TRUE
tt0324344,TV Movie,The Twelve Days of Christmas,1993,22,Animation,7.6,107,TRUE,FALSE,FALSE,FALSE
tt0326163,TV Movie,Skinflint: A Country Christmas Carol,1979,120,Family,4.2,52,TRUE,FALSE,FALSE,FALSE
tt0328116,TV Movie,Mary Christmas,2002,100,Drama,6.6,538,TRUE,FALSE,FALSE,FALSE
tt0329634,TV Movie,A Special Sesame Street Christmas,1978,60,Comedy,7.3,147,TRUE,FALSE,FALSE,FALSE
tt0329737,TV Movie,It's a Very Merry Muppet Christmas Movie,2002,100,Other,6.3,4484,TRUE,FALSE,FALSE,FALSE
tt0330149,TV Movie,A Christmas Carol,1950,120,Drama,7,42,TRUE,FALSE,FALSE,FALSE
tt0330151,TV Movie,A Christmas Carol,1981,110,Drama,4.4,33,TRUE,FALSE,FALSE,FALSE
tt0330152,TV Movie,The Christmas Shoes,2002,100,Drama,6.6,2818,TRUE,FALSE,FALSE,FALSE
tt0330768,TV Movie,A Pink Christmas,1978,30,Animation,7.1,429,TRUE,FALSE,FALSE,FALSE
tt0331185,TV Movie,B.C.: A Special Christmas,1981,30,Animation,6.4,70,TRUE,FALSE,FALSE,FALSE
tt0331217,TV Movie,Christmas Eve on Sesame Street,1978,60,Comedy,8.4,1052,TRUE,FALSE,FALSE,FALSE
tt0331997,Feature Film,A Christmas Tail,2000,91,Other,6.2,124,TRUE,FALSE,FALSE,FALSE
tt0335093,TV Movie,The Fat Albert Christmas Special,1977,22,Animation,6.5,219,TRUE,FALSE,FALSE,FALSE
tt0336166,TV Movie,A Christmas Carol at Ford's Theatre,1979,120,Drama,3.1,21,TRUE,FALSE,FALSE,FALSE
tt0337689,Feature Film,Christmas on the Nile,2002,100,Comedy,4.1,1754,TRUE,FALSE,FALSE,FALSE
tt0339343,TV Movie,The Man Who Saved Christmas,2002,100,Other,6.5,548,TRUE,FALSE,FALSE,FALSE
tt0343531,TV Movie,A Christmas Visitor,2002,100,Drama,6.9,1267,TRUE,FALSE,FALSE,FALSE
tt0345037,TV Movie,A Christmas Carol,1943,60,Drama,5.1,48,TRUE,FALSE,FALSE,FALSE
tt0345039,TV Movie,A Christmas Carol,1982,87,Drama,5,57,TRUE,FALSE,FALSE,FALSE
tt0346706,TV Movie,Carry on Again Christmas,1970,50,Comedy,5.4,175,TRUE,FALSE,FALSE,FALSE
tt0346707,TV Movie,Carry on Christmas,1969,50,Comedy,5.9,321,TRUE,FALSE,FALSE,FALSE
tt0346750,Feature Film,Christmas Child,2004,96,Drama,6.2,641,TRUE,FALSE,FALSE,FALSE
tt0348254,TV Movie,The True Meaning of Christmas Specials,2002,44,Comedy,6.6,95,TRUE,FALSE,FALSE,FALSE
tt0349502,TV Movie,The Great Christmas Movies,1998,90,Other,6.1,33,TRUE,FALSE,FALSE,FALSE
tt0352082,Feature Film,Blue Collar White Christmas,2002,80,Comedy,7,29,TRUE,FALSE,FALSE,FALSE
tt0355327,TV Movie,Christmas in Hawaii,1981,60,Comedy,6.2,27,TRUE,FALSE,FALSE,FALSE
tt0356408,TV Movie,The Berenstain Bears' Christmas Tree,1979,30,Other,7.2,263,TRUE,FALSE,FALSE,FALSE
tt0359409,TV Movie,A Grandfather for Christmas,2002,90,Family,4.8,28,TRUE,FALSE,FALSE,FALSE
tt0363240,Feature Film,Christmas on Mars,2008,83,Other,5.2,814,TRUE,FALSE,FALSE,FALSE
tt0364998,TV Movie,Black Christmas,1977,50,Drama,6.1,23,TRUE,FALSE,FALSE,FALSE
tt0365390,TV Movie,Finding John Christmas,2003,90,Drama,6.3,851,TRUE,FALSE,FALSE,FALSE
tt0366307,TV Movie,The Christmas Orange,2002,22,Animation,6.7,33,TRUE,FALSE,FALSE,FALSE
tt0367623,TV Movie,Christmas Vacation 2: Cousin Eddie's Island Adventure,2003,83,Comedy,2.7,3749,TRUE,FALSE,FALSE,FALSE
tt0369000,Feature Film,Stella on Holiday,1986,84,Comedy,7.2,333,FALSE,FALSE,FALSE,TRUE
tt0369436,Feature Film,Four Christmases,2008,88,Comedy,5.7,77785,TRUE,FALSE,FALSE,FALSE
tt0372004,TV Movie,Undercover Christmas,2003,87,Comedy,6.3,990,TRUE,FALSE,FALSE,FALSE
tt0379215,Feature Film,Christmas,2003,89,Comedy,7.2,96,TRUE,FALSE,FALSE,FALSE
tt0380728,TV Movie,Stealing Christmas,2003,89,Comedy,5.7,972,TRUE,FALSE,FALSE,FALSE
tt0381268,Feature Film,If It Snows on Christmas,1998,101,Romance,4.5,19,TRUE,FALSE,FALSE,FALSE
tt0381942,TV Movie,A Carol Christmas,2003,92,Comedy,5.1,1272,TRUE,FALSE,FALSE,FALSE
tt0385567,TV Movie,A Boyfriend for Christmas,2004,94,Comedy,6.4,3389,TRUE,FALSE,FALSE,FALSE
tt0385737,Feature Film,Happy Ero Christmas,2003,109,Comedy,4.1,179,TRUE,FALSE,FALSE,FALSE
tt0386282,TV Movie,An American Idol Christmas,2003,60,Other,4.6,85,TRUE,FALSE,FALSE,FALSE
tt0387301,TV Movie,"I Want a Dog for Christmas, Charlie Brown",2003,43,Animation,7,1616,TRUE,FALSE,FALSE,FALSE
tt0388419,Feature Film,Christmas with the Kranks,2004,99,Comedy,5.4,54829,TRUE,FALSE,FALSE,FALSE
tt0390302,TV Movie,The Nick at Nite Holiday Special,2003,60,Comedy,7.9,80,FALSE,FALSE,FALSE,TRUE
tt0390954,TV Movie,Casper's First Christmas,1979,30,Animation,6.7,268,TRUE,FALSE,FALSE,FALSE
tt0392009,TV Movie,A Flintstone Family Christmas,1993,23,Animation,6.4,469,TRUE,FALSE,FALSE,FALSE
tt0392794,TV Movie,The Spirit of Christmas,1950,27,Family,8,312,TRUE,FALSE,FALSE,FALSE
tt0392819,TV Movie,T.Bag's Christmas Carol,1989,22,Other,5.4,30,TRUE,FALSE,FALSE,FALSE
tt0393249,TV Movie,EastEnders: Christmas Party,2003,65,Comedy,6.2,25,TRUE,FALSE,FALSE,FALSE
tt0395968,TV Movie,The Christmas Truce,2002,50,Other,7.6,36,TRUE,FALSE,FALSE,FALSE
tt0396209,Feature Film,Holiday in Seoul,1956,90,Other,5.9,40,FALSE,FALSE,FALSE,TRUE
tt0396517,TV Movie,Busted: Christmas for Everyone,2003,30,Other,7.6,29,TRUE,FALSE,FALSE,FALSE
tt0396826,Feature Film,Holiday with Minka,1963,87,Other,7.8,11,FALSE,FALSE,FALSE,TRUE
tt0396888,TV Movie,T.Bag's Christmas Ding Dong,1990,25,Other,7.1,14,TRUE,FALSE,FALSE,FALSE
tt0396889,TV Movie,T.Bag's Christmas Turkey,1991,25,Comedy,7,13,TRUE,FALSE,FALSE,FALSE
tt0398094,TV Movie,Andy Williams - Best of Christmas,2001,60,Other,8.3,78,TRUE,FALSE,FALSE,FALSE
tt0398311,TV Movie,Scrooge: A Christmas Sarah,1990,30,Comedy,5.9,40,TRUE,FALSE,FALSE,FALSE
tt0403452,Feature Film,Christmas Rematch,2004,99,Comedy,6.8,899,TRUE,FALSE,FALSE,FALSE
tt0405006,TV Movie,Headin' Home for the Holidays,1986,50,Comedy,6.7,17,FALSE,FALSE,FALSE,TRUE
tt0405096,Feature Film,Ladybirds' Christmas,2001,54,Animation,7.1,248,TRUE,FALSE,FALSE,FALSE
tt0405673,TV Movie,"All This, and Christmas Too!",1971,60,Comedy,5.6,57,TRUE,FALSE,FALSE,FALSE
tt0406649,TV Movie,A Christmas Carol: The Musical,2004,97,Drama,6.3,2131,TRUE,FALSE,FALSE,FALSE
tt0407043,TV Movie,The Night B4 Christmas,2003,70,Animation,5.2,62,TRUE,FALSE,FALSE,FALSE
tt0408814,TV Movie,George and the Christmas Star,1985,25,Other,7.4,84,TRUE,FALSE,FALSE,FALSE
tt0408985,Feature Film,Last Holiday,2006,112,Comedy,6.5,35192,FALSE,FALSE,FALSE,TRUE
tt0412366,TV Movie,Samantha: An American Girl Holiday,2004,86,Drama,7,2159,FALSE,FALSE,FALSE,TRUE
tt0413447,TV Movie,Daddy Wanted for Christmas,2003,90,Family,6.6,64,TRUE,FALSE,FALSE,FALSE
tt0414243,TV Movie,Love Hina Christmas Special: Silent Eve,2000,46,Animation,6.9,488,TRUE,FALSE,FALSE,FALSE
tt0418599,Feature Film,Christmas in Love,2004,118,Comedy,4.2,1074,TRUE,FALSE,FALSE,FALSE
tt0420550,Feature Film,Christmas at Maxwell's,2006,94,Drama,4.3,124,TRUE,FALSE,FALSE,FALSE
tt0421151,TV Movie,A Very Married Christmas,2004,85,Drama,5,286,TRUE,FALSE,FALSE,FALSE
tt0427224,TV Movie,Eve's Christmas,2004,96,Comedy,5.9,1198,TRUE,FALSE,FALSE,FALSE
tt0427430,TV Movie,Karroll's Christmas,2004,87,Comedy,6,641,TRUE,FALSE,FALSE,FALSE
tt0431438,TV Movie,Very Cool Christmas,2004,90,Other,3.7,519,TRUE,FALSE,FALSE,FALSE
tt0435616,TV Movie,Christmas at Water's Edge,2004,87,Family,5.3,197,TRUE,FALSE,FALSE,FALSE
tt0436855,TV Movie,The Twelve Days of Christmas Eve,2004,85,Comedy,5.7,1096,TRUE,FALSE,FALSE,FALSE
tt0439334,TV Movie,The Wish That Changed Christmas,1991,30,Other,8,108,TRUE,FALSE,FALSE,FALSE
tt0439856,TV Movie,The Trailer Park Boys Christmas Special,2004,57,Comedy,8,3753,TRUE,FALSE,FALSE,FALSE
tt0440084,TV Movie,A Beachcombers Christmas,2004,120,Other,6.7,47,TRUE,FALSE,FALSE,FALSE
tt0440205,TV Movie,Christmas Lights,2004,68,Comedy,6.7,315,TRUE,FALSE,FALSE,FALSE
tt0440444,TV Movie,Grumpy Old Women at Christmas,2004,60,Other,7.7,33,TRUE,FALSE,FALSE,FALSE
tt0441610,TV Movie,The City That Forgot About Christmas,1974,25,Animation,6.5,69,TRUE,FALSE,FALSE,FALSE
tt0441634,TV Movie,Home for Christmas,2002,55,Drama,7.1,23,TRUE,FALSE,FALSE,FALSE
tt0442666,TV Movie,Essential Poems for Christmas,2004,60,Family,7.9,23,TRUE,FALSE,FALSE,FALSE
tt0443495,TV Movie,EastEnders: Christmas Party,2004,60,Comedy,9,18,TRUE,FALSE,FALSE,FALSE
tt0443734,Feature Film,A Christmas Carol,2004,75,Comedy,5.1,139,TRUE,FALSE,FALSE,FALSE
tt0444765,TV Movie,On Christmas Eve,2005,45,Romance,6.4,18,TRUE,FALSE,FALSE,FALSE
tt0445929,TV Movie,A Bear's Christmas Tail,2004,45,Comedy,5.2,81,TRUE,FALSE,FALSE,FALSE
tt0449042,TV Movie,An Italian Christmas with Mario and Giada,2004,60,Family,7.9,11,TRUE,FALSE,FALSE,FALSE
tt0450827,TV Movie,A Christmas Tale,2005,71,Comedy,6.2,1767,TRUE,FALSE,FALSE,FALSE
tt0451073,Feature Film,A Halfway House Christmas,2005,50,Comedy,3.9,135,TRUE,FALSE,FALSE,FALSE
tt0452599,TV Movie,A Christmas Carol,1969,45,Animation,7.1,266,TRUE,FALSE,FALSE,FALSE
tt0453451,Feature Film,Mr. Bean's Holiday,2007,90,Comedy,6.4,132186,FALSE,FALSE,FALSE,TRUE
tt0454082,Feature Film,Black Christmas,2006,95,Other,4.7,29580,TRUE,FALSE,FALSE,FALSE
tt0457939,Feature Film,The Holiday,2006,136,Comedy,6.9,308807,FALSE,FALSE,FALSE,TRUE
tt0459502,Feature Film,Stolen Holidays,2006,90,Comedy,6.4,82,FALSE,FALSE,FALSE,TRUE
tt0462263,Feature Film,Dreaming on Christmas,2005,100,Comedy,8.6,48,TRUE,FALSE,FALSE,FALSE
tt0464929,TV Movie,David Letterman's 2nd Annual Holiday Film Festival,1986,60,Comedy,7.4,74,FALSE,FALSE,FALSE,TRUE
tt0464930,TV Movie,David Letterman's Holiday Film Festival,1985,60,Comedy,8.1,72,FALSE,FALSE,FALSE,TRUE
tt0467516,Feature Film,Christmas in August,2005,102,Drama,5.7,40,TRUE,FALSE,FALSE,FALSE
tt0475969,TV Movie,Home for the Holidays,2005,87,Drama,5.8,272,FALSE,FALSE,FALSE,TRUE
tt0479152,TV Movie,Crazy for Christmas,2005,90,Comedy,6.3,1349,TRUE,FALSE,FALSE,FALSE
tt0480008,TV Movie,Chasing Christmas,2005,81,Comedy,5.2,882,TRUE,FALSE,FALSE,FALSE
tt0480844,TV Movie,Recipe for a Perfect Christmas,2005,120,Comedy,6.4,926,TRUE,FALSE,FALSE,FALSE
tt0486292,TV Movie,A Christmas Wedding,2006,89,Comedy,5.3,711,TRUE,FALSE,FALSE,FALSE
tt0491718,TV Movie,A Fairy Tale Christmas,2005,47,Other,2.4,259,TRUE,FALSE,FALSE,FALSE
tt0493294,TV Movie,Red Boots for Christmas,1995,28,Animation,6.9,78,TRUE,FALSE,FALSE,FALSE
tt0494208,Feature Film,Holiday Baggage,2008,110,Drama,4.9,403,FALSE,FALSE,FALSE,TRUE
tt0494214,TV Movie,Brer Rabbit's Christmas Carol,1992,58,Animation,6,62,TRUE,FALSE,FALSE,FALSE
tt0494662,TV Movie,Bring Back... The Christmas Number One,2005,65,Other,7.9,34,TRUE,FALSE,FALSE,FALSE
tt0496411,Feature Film,A Merry Little Christmas,2006,85,Comedy,3.2,212,TRUE,FALSE,FALSE,FALSE
tt0497025,TV Movie,Christmas in Boston,2005,90,Comedy,6.1,2384,TRUE,FALSE,FALSE,FALSE
tt0497030,TV Movie,His and Her Christmas,2005,89,Comedy,5.1,715,TRUE,FALSE,FALSE,FALSE
tt0498361,Feature Film,The Christmas Miracle of Jonathan Toomey,2007,91,Family,6.4,1200,TRUE,FALSE,FALSE,FALSE
tt0499003,TV Movie,Christmas Comes to PacLand,1982,24,Animation,5.7,169,TRUE,FALSE,FALSE,FALSE
tt0499064,TV Movie,"Odmori se, zasluzio si: Christmas Special",2005,45,Comedy,8.4,45,TRUE,FALSE,FALSE,FALSE
tt0499437,TV Movie,Best Ever Christmas Films,2005,47,Other,5.8,19,TRUE,FALSE,FALSE,FALSE
tt0756632,TV Movie,The Christmas Blessing,2005,96,Drama,6.2,1202,TRUE,FALSE,FALSE,FALSE
tt0757223,Feature Film,Holiday,2006,122,Other,6.4,537,FALSE,FALSE,FALSE,TRUE
tt0758776,TV Movie,QTN Holiday Reel,2005,30,Comedy,7.7,13,FALSE,FALSE,FALSE,TRUE
tt0760178,TV Movie,The Night Before Christmas,1968,26,Other,6.9,126,TRUE,FALSE,FALSE,FALSE
tt0766251,TV Movie,Tom's Christmas Tree,2006,26,Family,9.2,34,TRUE,FALSE,FALSE,FALSE
tt0770729,TV Movie,Chanukah Stories,2005,30,Family,8.4,81,FALSE,TRUE,FALSE,FALSE
tt0772176,Feature Film,Christmas Story,2007,83,Drama,7,4512,TRUE,FALSE,FALSE,FALSE
tt0783494,TV Movie,The Christmas Card,2006,84,Drama,6.9,4407,TRUE,FALSE,FALSE,FALSE
tt0788133,Feature Film,Holiday Dreaming,2004,99,Comedy,7.1,84,FALSE,FALSE,FALSE,TRUE
tt0791333,TV Movie,Saving the Christmas Goose,2006,93,Family,6.2,30,TRUE,FALSE,FALSE,FALSE
tt0800058,Feature Film,Happy Holidays,2008,103,Comedy,7,59,FALSE,FALSE,FALSE,TRUE
tt0800115,TV Movie,The Road to Christmas,2006,88,Comedy,6.3,1402,TRUE,FALSE,FALSE,FALSE
tt0807735,TV Movie,A Very Fairy Christmas,2006,48,Animation,6.3,35,TRUE,FALSE,FALSE,FALSE
tt0810927,Feature Film,The Crumbs - A Very Crumby Christmas,2006,90,Other,4.3,228,TRUE,FALSE,FALSE,FALSE
tt0814039,TV Movie,Cabbage Patch Kids: First Christmas,1984,23,Animation,6.9,105,TRUE,FALSE,FALSE,FALSE
tt0816577,TV Movie,A Dad for Christmas,2006,90,Drama,6.6,484,TRUE,FALSE,FALSE,FALSE
tt0817495,TV Movie,Christmas,1996,60,Drama,6.2,10,TRUE,FALSE,FALSE,FALSE
tt0817520,TV Movie,Snowden's Christmas,1999,22,Animation,6.7,44,TRUE,FALSE,FALSE,FALSE
tt0837156,Feature Film,Pee-wee's Big Holiday,2016,90,Comedy,6.1,8952,FALSE,FALSE,FALSE,TRUE
tt0840303,TV Movie,Christmas Do-Over,2006,90,Comedy,5.6,1383,TRUE,FALSE,FALSE,FALSE
tt0841032,Feature Film,The Perfect Holiday,2007,96,Comedy,4.7,3260,FALSE,FALSE,FALSE,TRUE
tt0856282,Feature Film,Inspector Tahar's Holiday,1972,110,Comedy,8,159,FALSE,FALSE,FALSE,TRUE
tt0860458,Feature Film,Rupert's Magic Christmas,2006,85,Comedy,6.8,13,TRUE,FALSE,FALSE,FALSE
tt0860474,Feature Film,Christmas Tree Upside Down,2006,127,Drama,6.3,161,TRUE,FALSE,FALSE,FALSE
tt0871968,Feature Film,Christmas on July 24th Avenue,2006,110,Comedy,5.4,97,TRUE,FALSE,FALSE,FALSE
tt0872243,TV Movie,All She Wants for Christmas,2006,91,Comedy,4.8,766,TRUE,FALSE,FALSE,FALSE
tt0878836,TV Movie,What We Did on Our Holiday,2006,93,Comedy,8.2,76,FALSE,FALSE,FALSE,TRUE
tt0884775,TV Movie,Camp Christmas,1993,51,Comedy,4.7,50,TRUE,FALSE,FALSE,FALSE
tt0884793,TV Movie,A Christmas Carol,1982,75,Animation,6.5,235,TRUE,FALSE,FALSE,FALSE
tt0885415,Feature Film,The Flight Before Christmas,2008,80,Other,6.1,3738,TRUE,FALSE,FALSE,FALSE
tt0893404,TV Movie,Home by Christmas,2006,95,Drama,6.3,916,TRUE,FALSE,FALSE,FALSE
tt0899195,TV Movie,The Making of 'the Nightmare Before Christmas',1993,25,Family,7.8,29,TRUE,FALSE,FALSE,FALSE
tt0900916,TV Movie,Christmas on Chestnut Street,2006,89,Comedy,4.9,438,TRUE,FALSE,FALSE,FALSE
tt0906599,TV Movie,Holiday Wishes,2006,90,Drama,5.2,383,FALSE,FALSE,FALSE,TRUE
tt0910885,Feature Film,A Merry Friggin' Christmas,2014,88,Comedy,5.1,7835,TRUE,FALSE,FALSE,FALSE
tt0913441,TV Movie,What Have You Done?: The Remaking of 'Black Christmas',2006,28,Other,8,48,TRUE,FALSE,FALSE,FALSE
